epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
87,4076.7,0.91575,0.5628,1.03125,0.86104,0.81866,0.86153,0.59441,1.12486,0.72615,1.15037,7.43e-05,7.43e-05,7.43e-05
88,4123.1,0.91068,0.55967,1.03064,0.85804,0.82014,0.86177,0.59415,1.12454,0.72372,1.15109,6.935e-05,6.935e-05,6.935e-05
89,4169.32,0.9088,0.55535,1.02851,0.85826,0.8171,0.86163,0.59403,1.12606,0.72503,1.15249,6.44e-05,6.44e-05,6.44e-05
90,4215.65,0.905,0.55445,1.0281,0.85701,0.81964,0.86047,0.59446,1.12635,0.72694,1.15425,5.945e-05,5.945e-05,5.945e-05
91,4261.99,0.81867,0.43967,0.97943,0.85275,0.8223,0.86015,0.59385,1.12467,0.72264,1.15424,5.45e-05,5.45e-05,5.45e-05
92,4307.87,0.8089,0.42549,0.97493,0.85435,0.82111,0.86066,0.59569,1.12384,0.72268,1.15389,4.955e-05,4.955e-05,4.955e-05
93,4353.82,0.80027,0.42362,0.97043,0.85678,0.82014,0.86203,0.5961,1.1229,0.72224,1.15274,4.46e-05,4.46e-05,4.46e-05
94,4399.69,0.79578,0.42091,0.97021,0.85436,0.82114,0.86273,0.59654,1.12299,0.72167,1.15296,3.965e-05,3.965e-05,3.965e-05
95,4445.57,0.79175,0.41568,0.96538,0.85239,0.82462,0.86191,0.59762,1.12287,0.72173,1.15324,3.47e-05,3.47e-05,3.47e-05
96,4491.51,0.78618,0.41329,0.96485,0.85359,0.82316,0.86231,0.5978,1.12271,0.72289,1.15345,2.975e-05,2.975e-05,2.975e-05
97,4537.36,0.78277,0.41028,0.96258,0.85407,0.82276,0.86186,0.59757,1.1234,0.72317,1.15402,2.48e-05,2.48e-05,2.48e-05
98,4583.28,0.77927,0.40655,0.96318,0.85545,0.82115,0.86143,0.59804,1.12405,0.72313,1.1547,1.985e-05,1.985e-05,1.985e-05
99,4629.26,0.77546,0.40773,0.96034,0.85632,0.81987,0.86154,0.59811,1.12436,0.72304,1.15551,1.49e-05,1.49e-05,1.49e-05
100,4675.16,0.77678,0.40729,0.96027,0.85619,0.81974,0.86154,0.59813,1.12491,0.72393,1.15627,9.95e-06,9.95e-06,9.95e-06
